item_id,knowledge_code
4834,"[1, 3, 7, 183]"
4614,"[1, 3, 7, 182]"
4446,"[1, 42, 71, 149]"
3942,"[1, 3, 104, 162]"
6261,"[1, 42, 69, 155]"
8614,"[1, 3, 10, 189]"
1069,"[1, 3, 10, 190]"
8817,"[1, 3, 17, 200]"
2395,"[1, 20, 35, 114]"
6617,"[1, 3, 10, 185]"
3043,"[1, 3, 10, 184]"
1390,"[1, 3, 10, 20, 189, 214, 31]"
8789,"[1, 20, 214, 31]"
4200,"[1, 3, 10, 184]"
6291,"[1, 3, 10, 188]"
972,"[1, 3, 10, 190]"
1796,"[1, 3, 10, 184]"
7878,"[1, 3, 104, 163]"
8722,"[1, 3, 104, 163]"
6477,"[1, 3, 8, 180]"
7698,"[1, 72, 73, 257]"
1201,"[1, 42, 50, 228]"
587,"[1, 3, 101, 173]"
5235,"[1, 42, 48, 148]"
8168,"[1, 42, 138, 103]"
8313,"[1, 42, 57, 138]"
7193,"[1, 3, 9, 198]"
6416,"[1, 3, 15, 192]"
894,"[1, 42, 69, 158]"
5284,"[1, 42, 69, 158]"
8841,"[1, 42, 69, 155]"
4214,"[1, 42, 59, 134]"
8135,"[1, 42, 57, 138]"
1295,"[1, 42, 57, 138]"
7177,"[1, 42, 69, 157]"
7219,"[1, 42, 69, 155]"
2738,"[1, 42, 69, 159]"
8201,"[1, 42, 69, 157]"
920,"[1, 42, 59, 134]"
649,"[1, 42, 59, 134]"
7839,"[1, 42, 46, 138]"
8520,"[1, 3, 104, 163]"
8387,"[1, 3, 8, 180]"
111,"[1, 42, 69, 168]"
4937,"[1, 72, 80, 261]"
5589,"[1, 3, 10, 186]"
2753,"[1, 3, 10, 184]"
7775,"[1, 3, 10, 189]"
404,"[1, 3, 10, 191]"
7966,"[1, 3, 4, 104]"
2475,"[1, 3, 104, 161]"
1380,"[1, 3, 17, 201]"
6385,"[1, 3, 10, 184]"
83,"[1, 42, 138, 103]"
1994,"[1, 42, 69, 155]"
3361,"[1, 3, 17, 200]"
1758,"[1, 3, 12, 250]"
8608,"[1, 42, 69, 155]"
1285,"[1, 3, 104, 161]"
572,"[1, 3, 9, 196]"
1645,"[1, 3, 7, 181]"
3145,"[1, 42, 53, 45]"
5873,"[1, 20, 33, 41]"
5310,"[1, 3, 17, 201]"
5432,"[1, 3, 104, 163]"
5801,"[1, 3, 15, 192]"
8805,"[1, 3, 8, 179]"
6885,"[1, 42, 69, 168]"
5837,"[1, 72, 73, 257]"
8223,"[1, 3, 10, 189]"
5354,"[1, 3, 17, 200]"
2977,"[1, 3, 10, 187]"
2846,"[1, 3, 104, 163]"
3983,"[1, 3, 10, 186]"
7783,"[1, 3, 17, 199]"
4494,"[1, 3, 10, 185]"
895,"[1, 3, 10, 190]"
7943,"[1, 3, 104, 163]"
8308,"[1, 3, 10, 190]"
1987,"[1, 42, 69, 155]"
5188,"[1, 3, 11, 204]"
431,"[1, 72, 2, 261]"
170,"[1, 72, 2, 261]"
7240,"[1, 72, 2, 261]"
4149,"[1, 72, 73, 257, 258]"
1114,"[1, 72, 257, 258]"
6431,"[1, 72, 257, 258]"
8085,"[1, 72, 73, 257]"
6953,"[1, 72, 257, 259]"
5045,"[1, 72, 73, 257]"
5951,"[1, 72, 73, 257]"
4517,"[1, 3, 4, 104]"
4412,"[1, 3, 104, 161]"
5063,"[1, 3, 101, 172]"
3013,"[1, 3, 17, 201]"
7402,"[1, 3, 11, 204]"
8562,"[1, 3, 10, 185]"
8250,"[1, 3, 7, 182]"
6345,"[1, 20, 38, 116]"
2243,"[1, 3, 10, 184]"
3799,"[1, 3, 104, 162]"
7539,"[1, 3, 10, 184]"
3931,"[1, 3, 7, 182]"
1292,"[1, 42, 69, 158]"
5621,"[1, 3, 104, 162, 163]"
1618,"[1, 42, 45, 279]"
6890,"[1, 3, 15, 192]"
6718,"[1, 3, 104, 163]"
7221,"[1, 3, 8, 178, 179]"
2819,"[1, 3, 17, 200]"
6379,"[1, 42, 69, 168]"
1294,"[1, 72, 80, 261]"
6833,"[1, 3, 10, 185]"
7706,"[1, 3, 10, 184]"
5298,"[1, 3, 10, 189]"
7065,"[1, 3, 10, 190]"
3114,"[1, 3, 10, 187]"
3922,"[1, 3, 10, 189]"
8778,"[1, 3, 10, 189]"
6611,"[1, 3, 17, 201]"
3443,"[1, 42, 46, 138]"
1262,"[1, 42, 46, 138]"
677,"[1, 3, 16, 202]"
6613,"[1, 3, 10, 189]"
3686,"[1, 42, 66, 236]"
4967,"[1, 42, 66, 236]"
8546,"[1, 20, 36, 116]"
6353,"[1, 3, 11, 206]"
770,"[1, 3, 11, 206]"
3773,"[1, 3, 11, 206]"
3836,"[1, 3, 11, 206]"
494,"[1, 3, 11, 206]"
7396,"[1, 3, 11, 206]"
2401,"[1, 42, 71, 149]"
1372,"[1, 42, 71, 85]"
8248,"[1, 42, 71, 87]"
3239,"[1, 42, 71, 149]"
5319,"[1, 42, 71, 85]"
8411,"[1, 42, 71, 87]"
3513,"[1, 42, 48, 148]"
7599,"[1, 42, 48, 145]"
4622,"[1, 42, 48, 146]"
5635,"[1, 42, 48, 145]"
4191,"[1, 42, 48, 145]"
3644,"[1, 42, 48, 146]"
6083,"[1, 42, 48, 146]"
119,"[1, 42, 48, 147]"
6671,"[1, 42, 48, 147]"
8540,"[1, 42, 48, 147]"
1914,"[1, 42, 48, 148]"
7694,"[1, 42, 48, 146]"
1386,"[1, 42, 48, 146]"
7983,"[1, 42, 48, 146]"
3124,"[1, 42, 48, 145]"
8491,"[1, 42, 48, 145]"
5770,"[1, 42, 48, 145]"
5015,"[1, 42, 48, 147]"
8731,"[1, 42, 48, 147]"
8819,"[1, 42, 48, 147]"
7780,"[1, 3, 10, 188]"
6217,"[1, 3, 10, 188]"
4146,"[1, 3, 10, 184]"
3125,"[1, 3, 10, 190]"
5809,"[1, 3, 10, 189]"
8810,"[1, 3, 10, 191]"
6123,"[1, 3, 10, 189]"
2456,"[1, 3, 10, 190]"
3551,"[1, 3, 10, 191]"
6264,"[1, 3, 9, 196]"
383,"[1, 3, 10, 188]"
1520,"[1, 3, 10, 188]"
6437,"[1, 3, 10, 184]"
398,"[1, 3, 10, 189]"
2591,"[1, 3, 10, 190]"
5963,"[1, 3, 9, 196]"
627,"[1, 20, 34, 114]"
726,"[1, 20, 34, 114]"
1499,"[1, 20, 34, 114]"
8113,"[1, 20, 34, 114]"
2985,"[1, 20, 34, 114]"
6045,"[1, 20, 34, 114]"
6776,"[1, 20, 25, 223]"
7964,"[1, 20, 34, 114]"
775,"[1, 20, 34, 114]"
6409,"[1, 20, 25, 223]"
3800,"[1, 20, 34, 114]"
8012,"[1, 20, 34, 114]"
6836,"[1, 20, 34, 114]"
5422,"[1, 20, 34, 114]"
6267,"[1, 20, 34, 114]"
938,"[1, 20, 34, 114]"
4256,"[1, 20, 25, 223]"
3233,"[1, 20, 34, 114]"
5634,"[1, 20, 34, 114]"
6679,"[1, 20, 25, 223]"
1906,"[1, 3, 11, 18]"
3730,"[1, 3, 11, 18]"
5152,"[1, 3, 11, 18]"
1580,"[1, 3, 11, 18]"
2815,"[1, 3, 11, 18]"
5508,"[1, 3, 11, 18]"
1808,"[1, 3, 11, 18]"
7573,"[1, 3, 11, 18]"
2516,"[1, 3, 11, 18]"
6697,"[1, 3, 11, 18]"
264,"[1, 20, 112, 254]"
8659,"[1, 20, 112, 254]"
1845,"[1, 20, 36, 116]"
460,"[1, 20, 112, 254]"
8533,"[1, 20, 25, 218]"
3200,"[1, 20, 25, 218]"
1973,"[1, 3, 8, 180]"
3574,"[1, 3, 8, 178]"
1923,"[1, 3, 8, 178]"
2241,"[1, 3, 8, 178]"
2564,"[1, 3, 8, 180]"
5938,"[1, 3, 8, 180]"
2821,"[1, 3, 8, 179]"
2887,"[1, 3, 8, 178]"
1425,"[1, 3, 8, 179]"
6734,"[1, 3, 8, 178, 179]"
906,"[1, 3, 8, 178]"
3076,"[1, 3, 8, 180]"
4064,"[1, 3, 8, 180]"
7012,"[1, 3, 8, 179]"
6147,"[1, 3, 8, 179]"
5731,"[1, 3, 8, 178, 179]"
1957,"[1, 90, 106, 278]"
4492,"[1, 20, 35, 114]"
4003,"[1, 20, 33, 41]"
7251,"[1, 20, 35, 114]"
2680,"[1, 20, 35, 114]"
319,"[1, 20, 35, 114]"
4337,"[1, 20, 33, 41]"
957,"[1, 20, 33, 41]"
3254,"[1, 20, 33, 41]"
7571,"[1, 20, 35, 114]"
172,"[1, 20, 35, 114]"
4577,"[1, 20, 35, 114]"
6797,"[1, 20, 33, 41]"
1503,"[1, 20, 35, 114]"
4375,"[1, 20, 35, 114]"
3700,"[1, 20, 35, 114]"
4799,"[1, 20, 33, 41]"
3517,"[1, 20, 33, 41]"
6425,"[1, 20, 33, 41]"
2059,"[1, 20, 35, 114]"
6798,"[1, 20, 35, 114]"
2225,"[1, 20, 34, 114]"
5356,"[1, 20, 34, 114]"
4857,"[1, 20, 34, 114]"
3258,"[1, 20, 34, 114]"
1483,"[1, 20, 34, 114]"
898,"[1, 20, 118, 122]"
658,"[1, 20, 245, 118]"
1757,"[1, 20, 245, 118]"
36,"[1, 20, 25, 218]"
4598,"[1, 20, 245, 118]"
2577,"[1, 20, 118, 120]"
1102,"[1, 20, 118, 120]"
6972,"[1, 20, 118, 122]"
1801,"[1, 20, 118, 122]"
7066,"[1, 20, 26, 226]"
8690,"[1, 20, 39, 123]"
3160,"[1, 20, 39, 124]"
5423,"[1, 20, 39, 124]"
5670,"[1, 20, 118, 122]"
4826,"[1, 20, 118, 122]"
6955,"[1, 20, 245, 118]"
4204,"[1, 20, 39, 124]"
6970,"[1, 42, 46, 138]"
4848,"[1, 42, 46, 138]"
7283,"[1, 42, 46, 138]"
1565,"[1, 42, 46, 138]"
6704,"[1, 42, 46, 138]"
8078,"[1, 42, 57, 138]"
3369,"[1, 42, 46, 138]"
8352,"[1, 42, 46, 138]"
7774,"[1, 42, 138, 139]"
8568,"[1, 42, 57, 138]"
5040,"[1, 42, 138, 139]"
3484,"[1, 42, 57, 138]"
2906,"[1, 20, 24, 113]"
7157,"[1, 20, 43, 114]"
8156,"[1, 20, 24, 113]"
3704,"[1, 20, 43, 114]"
5777,"[1, 20, 113, 215]"
6100,"[1, 20, 43, 114]"
784,"[1, 20, 43, 114]"
4098,"[1, 20, 24, 113]"
2699,"[1, 20, 43, 114]"
7792,"[1, 20, 113, 215]"
2409,"[1, 20, 24, 113]"
4130,"[1, 20, 43, 114]"
107,"[1, 20, 113, 215]"
5842,"[1, 20, 43, 114]"
8051,"[1, 20, 43, 114]"
3924,"[1, 20, 26, 224]"
5338,"[1, 20, 24, 113]"
1942,"[1, 20, 26, 225]"
2313,"[1, 20, 26, 224]"
923,"[1, 20, 26, 225]"
7390,"[1, 20, 26, 226]"
7963,"[1, 20, 26, 226]"
771,"[1, 20, 26, 227]"
4980,"[1, 20, 24, 113]"
5140,"[1, 20, 26, 225]"
3689,"[1, 20, 26, 224]"
4065,"[1, 20, 26, 226]"
7316,"[1, 20, 26, 226]"
2281,"[1, 3, 19, 207]"
364,"[1, 3, 19, 207]"
1683,"[1, 3, 19, 208]"
3820,"[1, 3, 19, 208]"
1735,"[1, 3, 19, 208]"
67,"[1, 3, 19, 209]"
6496,"[1, 3, 19, 208]"
2744,"[1, 3, 19, 208]"
4301,"[1, 3, 19, 208]"
6348,"[1, 3, 19, 209]"
7936,"[1, 3, 19, 207]"
4755,"[1, 3, 19, 207]"
7947,"[1, 3, 19, 208]"
7223,"[1, 3, 19, 208]"
8682,"[1, 3, 19, 208]"
3486,"[1, 3, 19, 209]"
2326,"[1, 3, 19, 208]"
3151,"[1, 3, 19, 208]"
5411,"[1, 3, 19, 208]"
4361,"[1, 3, 19, 209]"
2623,"[1, 42, 64, 236]"
6898,"[1, 42, 138, 139]"
6942,"[1, 42, 48, 145]"
7576,"[1, 20, 30, 126]"
1844,"[1, 20, 30, 126]"
7247,"[1, 3, 104, 161]"
1765,"[1, 3, 104, 161]"
2868,"[1, 3, 104, 161]"
300,"[1, 3, 13, 169]"
1872,"[1, 3, 13, 169]"
7161,"[1, 3, 13, 169]"
6030,"[1, 3, 13, 169]"
5977,"[1, 3, 13, 169]"
7448,"[1, 3, 13, 169]"
7319,"[1, 3, 13, 169]"
8092,"[1, 3, 13, 169]"
2442,"[1, 3, 13, 169]"
2622,"[1, 3, 13, 169]"
3334,"[1, 3, 101, 174]"
6,"[1, 3, 101, 173]"
7668,"[1, 3, 104, 163]"
5274,"[1, 3, 101, 174]"
7321,"[1, 3, 104, 161]"
1571,"[1, 3, 101, 175]"
1338,"[1, 3, 101, 175]"
4925,"[1, 3, 101, 173]"
3748,"[1, 3, 101, 172]"
3284,"[1, 3, 101, 173, 174]"
3033,"[1, 3, 7, 182]"
4652,"[1, 3, 104, 162]"
3259,"[1, 42, 45, 141]"
1969,"[1, 3, 104, 162]"
610,"[1, 3, 104, 162]"
2046,"[1, 42, 138, 103]"
6570,"[1, 3, 104, 162]"
6766,"[1, 3, 104, 162]"
1682,"[1, 3, 104, 164]"
1387,"[1, 3, 7, 182]"
7226,"[1, 3, 104, 162]"
6958,"[1, 42, 57, 138]"
6693,"[1, 42, 57, 138]"
7863,"[1, 42, 57, 138]"
5605,"[1, 42, 57, 138]"
3679,"[1, 42, 57, 138]"
7735,"[1, 42, 57, 138]"
4136,"[1, 42, 57, 138]"
2517,"[1, 42, 57, 138]"
8886,"[1, 42, 57, 138]"
7257,"[1, 42, 57, 138]"
1559,"[1, 3, 16, 202]"
3725,"[1, 3, 104, 166]"
6821,"[1, 3, 104, 167]"
6305,"[1, 3, 104, 166]"
6198,"[1, 3, 104, 167]"
157,"[1, 3, 104, 167]"
470,"[1, 3, 104, 166]"
8067,"[1, 3, 104, 167]"
3602,"[1, 3, 104, 166]"
1614,"[1, 3, 104, 166]"
5142,"[1, 3, 104, 167]"
8095,"[1, 3, 4, 104]"
4841,"[1, 3, 4, 104]"
1593,"[1, 3, 4, 104]"
5512,"[1, 3, 4, 104]"
1594,"[1, 3, 4, 104]"
1648,"[1, 3, 4, 104]"
4691,"[1, 3, 4, 104]"
888,"[1, 3, 4, 104]"
6826,"[1, 3, 4, 104]"
2235,"[1, 3, 4, 104]"
1172,"[1, 3, 8, 180]"
7410,"[1, 3, 8, 178]"
6933,"[1, 3, 8, 178]"
2312,"[1, 3, 8, 180]"
6070,"[1, 3, 8, 178]"
8609,"[1, 3, 8, 178]"
1404,"[1, 3, 8, 180]"
88,"[1, 3, 8, 180]"
3939,"[1, 3, 10, 186]"
3895,"[1, 3, 8, 178]"
2309,"[1, 3, 11, 205]"
8373,"[1, 3, 11, 204]"
2844,"[1, 3, 4, 11, 104, 204]"
2099,"[1, 42, 46, 138]"
1213,"[1, 3, 8, 180]"
3235,"[1, 3, 8, 180]"
5485,"[1, 3, 8, 180]"
6077,"[1, 3, 8, 180]"
3945,"[1, 3, 8, 180]"
6768,"[1, 3, 8, 180]"
6140,"[1, 42, 46, 138]"
2964,"[1, 42, 46, 138]"
4001,"[1, 42, 46, 138]"
7924,"[1, 42, 46, 138]"
6790,"[1, 42, 46, 138]"
1350,"[1, 42, 46, 57, 138]"
8073,"[1, 42, 46, 57, 138]"
8923,"[1, 42, 46, 138]"
2186,"[1, 42, 138, 139]"
5492,"[1, 42, 138, 139]"
4608,"[1, 72, 73, 257]"
3902,"[1, 72, 73, 257]"
6920,"[1, 72, 73, 257]"
6436,"[1, 72, 73, 257]"
2178,"[1, 72, 73, 257]"
6229,"[1, 72, 73, 257]"
7130,"[1, 72, 73, 257]"
8620,"[1, 72, 73, 257]"
635,"[1, 72, 73, 257]"
653,"[1, 72, 73, 257]"
2183,"[1, 3, 101, 175]"
7677,"[1, 3, 101, 175]"
5534,"[1, 3, 101, 175]"
854,"[1, 3, 101, 175]"
3348,"[1, 3, 101, 175]"
1779,"[1, 3, 101, 175]"
6101,"[1, 3, 101, 175]"
7230,"[1, 3, 101, 175]"
6347,"[1, 3, 101, 175]"
2356,"[1, 3, 101, 175]"
4410,"[1, 3, 104, 162]"
5458,"[1, 3, 104, 162]"
7477,"[1, 3, 104, 162]"
7434,"[1, 3, 104, 162]"
928,"[1, 3, 104, 162]"
2085,"[1, 3, 104, 162]"
4415,"[1, 3, 104, 162]"
7885,"[1, 3, 104, 162]"
5454,"[1, 3, 104, 162]"
1728,"[1, 3, 104, 162]"
4949,"[1, 3, 104, 162]"
4615,"[1, 3, 104, 161]"
1173,"[1, 3, 104, 161]"
984,"[1, 3, 104, 161]"
7512,"[1, 3, 104, 161]"
4119,"[1, 3, 104, 161]"
2144,"[1, 3, 104, 161]"
1078,"[1, 3, 104, 161]"
3839,"[1, 3, 104, 161]"
8155,"[1, 3, 104, 161]"
5850,"[1, 3, 104, 161]"
2150,"[1, 3, 104, 161]"
1774,"[1, 3, 104, 161]"
1747,"[1, 3, 104, 161]"
7552,"[1, 3, 104, 161]"
8050,"[1, 3, 104, 161]"
2140,"[1, 3, 104, 161]"
6719,"[1, 3, 104, 161]"
1646,"[1, 3, 104, 161]"
6393,"[1, 3, 104, 161]"
4940,"[1, 3, 104, 161]"
7575,"[1, 3, 104, 161]"
7144,"[1, 3, 104, 161]"
1598,"[1, 3, 104, 161]"
5888,"[1, 3, 104, 161]"
7415,"[1, 3, 104, 161]"
916,"[1, 3, 104, 161]"
78,"[1, 3, 104, 161]"
1498,"[1, 3, 104, 161]"
8839,"[1, 3, 104, 161]"
5965,"[1, 3, 104, 161]"
1813,"[1, 3, 104, 161]"
992,"[1, 3, 104, 161]"
3371,"[1, 3, 104, 161]"
3189,"[1, 3, 8, 179]"
5229,"[1, 3, 8, 179]"
3999,"[1, 3, 104, 161]"
1480,"[1, 3, 8, 179]"
498,"[1, 3, 8, 179]"
7818,"[1, 3, 8, 179]"
3449,"[1, 3, 8, 179]"
7424,"[1, 3, 8, 179]"
2090,"[1, 3, 8, 179]"
1657,"[1, 3, 104, 161]"
5358,"[1, 3, 8, 179]"
8035,"[1, 3, 104, 162]"
4036,"[1, 3, 104, 162]"
2950,"[1, 3, 104, 162]"
1405,"[1, 3, 104, 162]"
2264,"[1, 3, 104, 162]"
5927,"[1, 3, 104, 162]"
1279,"[1, 3, 104, 162]"
1008,"[1, 3, 104, 162]"
7197,"[1, 3, 104, 162]"
2328,"[1, 3, 104, 162]"
5870,"[1, 3, 104, 162]"
216,"[1, 3, 104, 162]"
8140,"[1, 3, 104, 162]"
6610,"[1, 3, 104, 162]"
1095,"[1, 3, 104, 162]"
6228,"[1, 3, 104, 162]"
1242,"[1, 3, 104, 162]"
2900,"[1, 3, 104, 165]"
6154,"[1, 3, 104, 165]"
782,"[1, 3, 104, 164]"
1714,"[1, 3, 104, 164]"
743,"[1, 3, 104, 165]"
4856,"[1, 3, 104, 165]"
2587,"[1, 3, 104, 165]"
8090,"[1, 3, 104, 164]"
3191,"[1, 3, 104, 165]"
8583,"[1, 3, 104, 164]"
8056,"[1, 3, 104, 165]"
8843,"[1, 3, 104, 164]"
8202,"[1, 3, 104, 165]"
5981,"[1, 3, 104, 165]"
4830,"[1, 3, 104, 164]"
2025,"[1, 3, 104, 161]"
3119,"[1, 3, 104, 162]"
4823,"[1, 3, 101, 175]"
6753,"[1, 3, 101, 175]"
2493,"[1, 3, 104, 162]"
4469,"[1, 3, 101, 175]"
1169,"[1, 3, 104, 162]"
4955,"[1, 3, 104, 161]"
6018,"[1, 3, 104, 162]"
8404,"[1, 3, 104, 162]"
2589,"[1, 3, 104, 162]"
4512,"[1, 3, 104, 162]"
1612,"[1, 3, 104, 162]"
5307,"[1, 3, 104, 162]"
636,"[1, 3, 104, 164]"
7692,"[1, 3, 104, 162]"
5388,"[1, 3, 104, 162]"
7962,"[1, 3, 104, 161]"
5010,"[1, 3, 104, 162]"
134,"[1, 3, 104, 163]"
2642,"[1, 3, 104, 163]"
3171,"[1, 3, 104, 163]"
7803,"[1, 3, 104, 163]"
7767,"[1, 3, 104, 163]"
1701,"[1, 3, 104, 163]"
2927,"[1, 3, 104, 163]"
1306,"[1, 3, 104, 163]"
3682,"[1, 3, 104, 163]"
5396,"[1, 3, 104, 163]"
1322,"[1, 3, 104, 163]"
3176,"[1, 3, 104, 163]"
3778,"[1, 3, 104, 161]"
166,"[1, 3, 104, 161]"
3172,"[1, 3, 104, 161]"
6489,"[1, 3, 104, 161]"
3979,"[1, 3, 104, 161]"
7661,"[1, 3, 104, 161]"
5238,"[1, 3, 104, 161]"
3190,"[1, 3, 104, 161]"
6002,"[1, 3, 104, 161]"
5703,"[1, 3, 104, 161]"
1764,"[1, 3, 104, 161]"
214,"[1, 3, 104, 161]"
6423,"[1, 3, 104, 161]"
301,"[1, 3, 104, 161]"
1775,"[1, 3, 104, 161]"
8796,"[1, 3, 104, 161]"
7696,"[1, 3, 104, 161]"
5365,"[1, 3, 104, 161]"
4221,"[1, 3, 104, 161]"
5303,"[1, 3, 104, 161]"
6441,"[1, 3, 13, 169]"
1572,"[1, 3, 13, 170]"
5952,"[1, 3, 13, 169]"
6192,"[1, 3, 13, 170]"
484,"[1, 3, 13, 170]"
3981,"[1, 3, 13, 170]"
4886,"[1, 3, 13, 169]"
1909,"[1, 3, 13, 170]"
7285,"[1, 3, 13, 170]"
5908,"[1, 3, 13, 170]"
1605,"[1, 3, 101, 172]"
6559,"[1, 3, 101, 172]"
6691,"[1, 3, 101, 172]"
6183,"[1, 3, 101, 172]"
340,"[1, 3, 101, 172]"
3716,"[1, 3, 101, 172]"
5262,"[1, 3, 101, 172]"
476,"[1, 3, 101, 172]"
4349,"[1, 3, 101, 172]"
4439,"[1, 3, 101, 172]"
6457,"[1, 3, 104, 100]"
240,"[1, 3, 104, 100]"
1074,"[1, 3, 104, 100]"
6044,"[1, 3, 104, 100]"
5048,"[1, 3, 104, 100]"
6842,"[1, 3, 104, 100]"
3879,"[1, 3, 104, 100]"
3466,"[1, 3, 104, 100]"
3758,"[1, 3, 104, 100]"
6689,"[1, 3, 104, 100]"
1804,"[1, 3, 104, 161]"
6040,"[1, 20, 32, 131]"
769,"[1, 3, 8, 179]"
518,"[1, 20, 32, 131]"
697,"[1, 3, 104, 161]"
2057,"[1, 3, 104, 161]"
2433,"[1, 3, 104, 161]"
6165,"[1, 3, 104, 161]"
1716,"[1, 3, 104, 161]"
3990,"[1, 3, 104, 161]"
6358,"[1, 3, 104, 161]"
3236,"[1, 3, 104, 161]"
3565,"[1, 3, 104, 161]"
6865,"[1, 3, 104, 161]"
982,"[1, 3, 104, 161]"
4965,"[1, 3, 104, 161]"
304,"[1, 3, 104, 161]"
5349,"[1, 3, 104, 161]"
1958,"[1, 3, 104, 161]"
4290,"[1, 3, 104, 161]"
7050,"[1, 3, 104, 161]"
343,"[1, 3, 104, 161]"
2905,"[1, 3, 104, 161]"
2719,"[1, 3, 104, 161]"
588,"[1, 3, 101, 172]"
3405,"[1, 3, 101, 172]"
3285,"[1, 3, 101, 172]"
8646,"[1, 3, 101, 172]"
1902,"[1, 3, 101, 172]"
6236,"[1, 3, 101, 172]"
248,"[1, 3, 101, 172]"
4095,"[1, 3, 101, 172]"
1123,"[1, 3, 101, 172]"
6779,"[1, 3, 101, 172]"
8037,"[1, 3, 13, 170]"
2102,"[1, 3, 13, 170]"
3046,"[1, 3, 13, 170]"
3804,"[1, 3, 13, 170]"
5073,"[1, 3, 13, 170]"
1950,"[1, 3, 13, 170]"
3071,"[1, 3, 13, 170]"
5199,"[1, 3, 13, 170]"
8160,"[1, 3, 13, 170]"
864,"[1, 3, 13, 170]"
6048,"[1, 3, 104, 162]"
3197,"[1, 3, 104, 162]"
3821,"[1, 3, 104, 162]"
4046,"[1, 3, 104, 162]"
897,"[1, 3, 104, 162]"
8971,"[1, 3, 104, 162]"
8396,"[1, 3, 104, 162]"
2689,"[1, 3, 104, 162]"
7584,"[1, 3, 101, 172]"
239,"[1, 3, 104, 161]"
5002,"[1, 3, 104, 162]"
790,"[1, 3, 104, 162]"
7606,"[1, 3, 104, 162]"
6582,"[1, 3, 104, 162]"
7913,"[1, 3, 104, 162]"
2839,"[1, 3, 104, 162]"
7976,"[1, 3, 104, 162]"
390,"[1, 3, 104, 162]"
4649,"[1, 3, 104, 162]"
6377,"[1, 3, 104, 162]"
1216,"[1, 42, 57, 138]"
6462,"[1, 42, 57, 138]"
4656,"[1, 42, 57, 138]"
7306,"[1, 42, 57, 138]"
4080,"[1, 42, 57, 138]"
4878,"[1, 42, 57, 138]"
4076,"[1, 42, 57, 138]"
3089,"[1, 42, 57, 138]"
3851,"[1, 42, 57, 138]"
2287,"[1, 42, 57, 138]"
4338,"[1, 3, 8, 179]"
1304,"[1, 3, 8, 179]"
5678,"[1, 3, 8, 179]"
7212,"[1, 3, 8, 179]"
3492,"[1, 3, 8, 179]"
4631,"[1, 3, 8, 179]"
1379,"[1, 3, 104, 161]"
4014,"[1, 3, 104, 161]"
7937,"[1, 3, 104, 161]"
6342,"[1, 3, 104, 161]"
1211,"[1, 3, 104, 161]"
7620,"[1, 3, 104, 161]"
5572,"[1, 3, 104, 161]"
6204,"[1, 3, 104, 161]"
1755,"[1, 3, 104, 161]"
5980,"[1, 3, 104, 161]"
4710,"[1, 3, 104, 100]"
1631,"[1, 3, 104, 100]"
8829,"[1, 3, 104, 100]"
6905,"[1, 3, 104, 100]"
3557,"[1, 3, 104, 100]"
3116,"[1, 3, 104, 100]"
8297,"[1, 3, 104, 100]"
3104,"[1, 3, 104, 100]"
4946,"[1, 3, 104, 100]"
4117,"[1, 3, 104, 100]"
4752,"[1, 3, 104, 162]"
8008,"[1, 3, 104, 162]"
3709,"[1, 3, 104, 164]"
5800,"[1, 3, 104, 162]"
4430,"[1, 3, 104, 162]"
7510,"[1, 3, 104, 165]"
8321,"[1, 3, 104, 162]"
3204,"[1, 3, 104, 165]"
1468,"[1, 3, 104, 162]"
6702,"[1, 3, 104, 162]"
5989,"[1, 3, 104, 161]"
1485,"[1, 3, 104, 161]"
2236,"[1, 3, 104, 161]"
4748,"[1, 3, 104, 161]"
2763,"[1, 3, 104, 161]"
6682,"[1, 3, 104, 161]"
4268,"[1, 3, 104, 161]"
6485,"[1, 3, 104, 161]"
4172,"[1, 3, 104, 161]"
7658,"[1, 3, 104, 161]"
5524,"[1, 3, 101, 172]"
7286,"[1, 3, 101, 172]"
8630,"[1, 3, 101, 172]"
4899,"[1, 3, 101, 172]"
4923,"[1, 3, 101, 172]"
3662,"[1, 3, 101, 172]"
1060,"[1, 3, 101, 172]"
3309,"[1, 3, 101, 172]"
8959,"[1, 3, 101, 172]"
5109,"[1, 3, 101, 172]"
563,"[1, 3, 13, 170]"
2152,"[1, 3, 13, 170]"
7170,"[1, 3, 13, 170]"
3396,"[1, 3, 13, 170]"
4159,"[1, 3, 13, 170]"
7989,"[1, 3, 13, 170]"
4548,"[1, 3, 13, 170]"
4275,"[1, 3, 13, 170]"
5246,"[1, 3, 13, 170]"
1126,"[1, 3, 13, 170]"
5182,"[1, 3, 104, 161]"
179,"[1, 3, 104, 161]"
7583,"[1, 3, 104, 161]"
6474,"[1, 3, 104, 161]"
311,"[1, 3, 104, 161]"
675,"[1, 3, 104, 161]"
3291,"[1, 3, 104, 161]"
1988,"[1, 3, 104, 161]"
3199,"[1, 3, 104, 161]"
4032,"[1, 3, 104, 161]"
3871,"[1, 3, 104, 161]"
1340,"[1, 3, 104, 161]"
7243,"[1, 3, 104, 161]"
6735,"[1, 3, 104, 161]"
6639,"[1, 3, 104, 161]"
6150,"[1, 3, 104, 161]"
8298,"[1, 3, 104, 161]"
5312,"[1, 3, 104, 161]"
2749,"[1, 3, 104, 161]"
3065,"[1, 3, 104, 161]"
8610,"[1, 3, 104, 161]"
